pubmed_id,title,abstract,authors,journal,publication_date,doi,fulltext_link,pmcid,access,updated_title,pdf_file,suggested_tags,webscraped_date,status,keywords
40289515,Vascular Closure Devices for Large Bore Femoral Access After Transfemoral Transcatheter Aortic Valve Replacement: A Network Meta-Analysis.,"BACKGROUND AND AIMS: Large-bore femoral access is commonly required in transfemoral transcatheter aortic valve replacement (TF-TAVR), but vascular access complications remain prevalent, impacting patient outcomes. Various vascular closure devices (VCDs) are used for hemostasis, including the suture-based Prostar XL, Perclose ProGlide, and ProStyle, and the plug-based MANTA device. However, comprehensive comparative evidence on these VCDs, particularly single Perclose strategies, is lacking.
METHODS: A systematic review and network meta-analysis were conducted according to PRISMA guidelines. We included randomized and observational studies comparing the safety and efficacy of VCDs for large-bore femoral access closure in TF-TAVR patients. Primary outcomes included major vascular complications; secondary outcomes included major and minor bleeding, minor vascular complications, VCD failure, and all-cause mortality. Frequentist and Bayesian analyses were performed using a random-effects model, with additional subgroup analyses of single Perclose strategies.
RESULTS: Thirty-five studies comprising 16,503 patients met inclusion criteria. The single Perclose strategy, with or without adjunct Angio-Seal or FemoSeal, significantly reduced major vascular complications compared to dual Perclose (RR: 1.9, 95% CI [1.2-3.01]), MANTA (RR: 1.89, 95% CI [1.03-3.48]), and Prostar XL (RR: 3.46, 95% CI [1.94-6.18]). Among secondary outcomes, single Perclose also ranked highest in reducing minor complications and bleeding.
CONCLUSION: Single Perclose strategies, especially when combined with Angio-Seal, demonstrated superior safety and efficacy for large-bore femoral access closure following TF-TAVR. These findings support the need for further randomized trials to validate single Perclose as a primary approach in TF-TAVR vascular closure.","['Sunil Upadhaya', 'Alina Upreti', 'Kunal Gupta', 'Bella Gonzalez-Perez', 'Radia Ksayer', 'Pedro Cox-Alomar', 'Cristina Sanina', 'Anand Irimpen', 'Serdar Farhan', 'Jose Wiley']",Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,2025-04-27,10.1002/ccd.31565,https://doi.org/10.1002/ccd.31565,,Paid,Vascular Closure Devices for Large Bore Femoral Access After Transfemoral Transcatheter Aortic Valve Replacement A Network Meta Analysis UPADHAYA 2025,Not available,"['Large Bore Femoral', 'Aortic Valve Replacement', 'Transcatheter Aortic Valve', 'Transfemoral Transcatheter Aortic', 'Large Bore', 'Bore Femoral Access', 'Valve Replacement', 'Transcatheter Aortic', 'Aortic Valve', 'Transfemoral Transcatheter']",2025-05-12,Pending,[]
40289335,Feasibility of standby ECMO with preset femoral vascular sheaths for high-risk transcatheter aortic valve replacement.,"ObjectiveVeno-arterial extracorporeal membrane oxygenation (VA-ECMO) can provide temporary circulatory and respiratory support allowing hemodynamic stabilization during high-risk transcatheter aortic valve replacement (TAVR). However, the optimal timing of VA-ECMO use in high-risk TAVR remains controversial. We aimed to report our experience using a novel standby ECMO strategy during high-risk TAVR.MethodsWe retrospectively evaluated consecutive patients who received high-risk TAVR with standby ECMO between March 1,2023 and March 1,2024 at the Beijing Anzhen Hospital. Small, 5F or 6F sheaths were placed in ipsilateral femoral vein and artery before TAVR procedures. The primary outcome of this study was survival to hospital discharge with good neurological recovery defined as cerebral performance category (CPC) 1-2.ResultsA total of 24 patients undergoing high-risk TAVR with standby ECMO were included. Six (25.0%) of the 24 patients with standby ECMO suffered from cardiogenic shock or cardiac arrest and required emergency VA-ECMO institution. The median (IQR) cannulation time was 8 (6-11) minutes, and the median (IQR) ECMO duration was 35 (24-48) hours. All of the 24 patients underwent successful TAVR procedures and survival to hospital discharge with CPC1-2.ConclusionsStandby ECMO with preset femoral vascular sheaths was feasible and effective for refractory cardiogenic shock and cardiac arrest during high-risk TAVR.","['Liangshan Wang', 'Yan Wang', 'Hongfu Fu', 'Xin Meng', 'Chenglong Li', 'Chunjing Jiang', 'Dong Guo', 'Bo Xu', 'Pengcheng Wang', 'Yu Li', 'Ming Jia', 'Hong Wang', 'Zhongtao Du']",Perfusion,2025-05-12,10.1177/02676591241263285,https://doi.org/10.1177/02676591241263285,,Paid,Feasibility of standby ECMO with preset femoral vascular sheaths for high risk transcatheter aortic valve replacement WANG 2025,Not available,"['aortic valve replacement', 'transcatheter aortic valve', 'high-risk transcatheter aortic', 'standby ECMO', 'high-risk TAVR', 'valve replacement', 'TAVR', 'ECMO', 'transcatheter aortic', 'aortic valve']",2025-05-12,Pending,"['femoral vascular sheath', 'high-risk', 'standby extracorporeal membrane oxygenation', 'transcatheter aortic valve', 'veno-arterial extracorporeal membrane oxygenation']"
40288578,Comparative Effectiveness and Safety of Self-Expanding Versus Balloon-Expandable Transcatheter Aortic Valve Replacement: A Systematic Review and Meta-Analysis.,"BACKGROUND: Transcatheter aortic valve replacement (TAVR) is a safe alternative to surgical aortic valve replacement for patients with symptomatic severe aortic stenosis at increased surgical risk. However, comparative data on self-expanding valves (SEV) versus balloon-expanding valves (BEV) remain limited.
METHODS: A comprehensive review of PubMed and Embase was conducted through April 2024, identifying eight studies (five randomized controlled trials and three propensity-matched observational studies) comparing SEV and BEV in TAVR. Primary outcomes included all-cause mortality, cardiovascular mortality, and device success per Valve Academic Research Consortium criteria, while secondary outcomes assessed bioprosthetic valve dysfunction and adverse events (annulus rupture/dissection, coronary artery occlusion, valve dislocation/embolization, valve thrombosis, moderate and severe paravalvular aortic regurgitation, endocarditis, permanent pacemaker implantation, major or life-threatening bleeding, acute kidney injury, and stroke).
RESULTS: The analysis included 4,032 patients (SEV = 2,006; BEV = 2,017). SEV was associated with higher rates of moderate-to-severe paravalvular aortic regurgitation [OR, 1.76; CI 1.13-2.74; P = 0.01] and permanent pacemaker placement [OR, 1.57; CI, 1.23-2.00; P = 0.0002] compared to BEV. No significant differences were observed in 30-day or 1-year all-cause mortality, cardiovascular mortality, device success, bioprosthetic valve dysfunction, valve dislocation/embolization, valve thrombosis, endocarditis, major or life-threatening bleeding, coronary artery occlusion, stroke, rehospitalization, or acute kidney injury.
CONCLUSION: SEV and BEV demonstrated comparable outcomes in mortality and device success. However, the higher risk of moderate-to-severe paravalvular aortic regurgitation and permanent pacemaker placement with SEV should be considered when selecting the optimal TAVR valve for individual patients.","['Montaser Elkholy', 'Mohammad Akkawi', 'George G Kidess', 'Zaid Abdulelah', 'Abdallah Rayyan', 'Mohammad Riyad Al-Dqour', 'Ahmad Damlakhy', 'Yasemin Bahar', 'M Chadi Alraies']",The American journal of the medical sciences,2025-04-25,10.1016/j.amjms.2025.04.010,https://doi.org/10.1016/j.amjms.2025.04.010,,Paid,Comparative Effectiveness and Safety of Self Expanding Versus Balloon Expandable Transcatheter Aortic Valve Replacement A Systematic Review and Meta Analysis ELKHOLY 2025,Not available,"['Effectiveness and Safety', 'Aortic Valve Replacement', 'Transcatheter Aortic Valve', 'Versus Balloon-Expandable Transcatheter', 'Balloon-Expandable Transcatheter Aortic', 'Valve Replacement', 'Transcatheter Aortic', 'Systematic Review', 'Comparative Effectiveness', 'Valve']",2025-05-12,Pending,"['Self-expanding valves', 'balloon-expanding valves', 'effectiveness', 'safety']"
40287133,"Temporal Trends in Transcatheter Aortic Valve Replacement Outcomes in Patients With Low-Flow, Low-Gradient Aortic Stenosis: Insights From the TOPAS-TAVI Registry.","BACKGROUND: Transcatheter aortic valve replacement (TAVR) technology and techniques have continuously improved, but data on their impact in low-flow, low-gradient aortic stenosis (LFLG-AS) remain limited. In particular, scarce data exist comparing the results of TAVR with new-generation devices vs early-generation devices in these patients. This study evaluated the temporal trends in TAVR practices among LFLG-AS patients.
METHODS: This multicentre registry included 424 consecutive LFLG-AS patients undergoing TAVR from 2007 to 2023, stratified by device generation: new-generation devices (n = 193) and early-generation devices (n = 231). All-cause mortality or heart failure hospitalisation (HFH) at 1-year follow-up was the primary end point.
RESULTS: The median Society of Thoracic Surgeons score was lower in the new-generation group (5.3% [interquartile range [IQR] 3.4%-8.2%] vs 7.4% [IQR 5.0%-12.1%]; P < 0.001), whereas left ventricular ejection fractions(LVEFs) were similar (new: 31.2 ± 8.3%; early: 30.0 ± 8.8%; P = 0.16). New-generation devices were associated with a significant reduction in moderate-to-severe paravalvular leak after TAVR (2.6% vs 9.1%; P = 0.005), but 30-day mortality was similar (new: 1.6%; early: 3.9%; P = 0.15). At 1 year, new-generation devices were associated with a greater LVEF improvement (43.8 ± 12.5% vs 39.8 ± 11.5%; P = 0.003), but without a significant reduction in all-cause mortality or HFH (new: 23.8%; early: 28.1%; P = 0.32). Chronic kidney disease and low hemoglobin independently predicted worse outcomes (P < 0.05).
CONCLUSIONS: Despite procedural improvements with new-generation TAVR devices, clinical outcomes in LFLG-AS patients remain suboptimal. LVEF significantly improved after TAVR with new-generation devices but failed to translate into improved clinical outcomes. These findings suggest that TAVR alone may not suffice in this population and underscore the need for a comprehensive therapeutic approach that integrates TAVR with optimised medical management and cardiac rehabilitation.","['Siddhartha Mengi', 'Luis Nombela-Franco', 'Pedro Cepas-Guillén', 'Stamatios Lerakis', 'Raj Makkar', 'Tarun Chakravarty', 'Vassilis Babaliaros', 'Henrique Barbosa Ribeiro', 'Emilie Pelletier-Beaumont', 'Philippe Pibarot', 'Josep Rodés-Cabau']",The Canadian journal of cardiology,2025-04-24,10.1016/j.cjca.2025.04.015,https://doi.org/10.1016/j.cjca.2025.04.015,,Paid,Temporal Trends in Transcatheter Aortic Valve Replacement Outcomes in Patients With Low Flow Low Gradient Aortic Stenosis Insights From the TOPAS TAVI Registry MENGI 2025,Not available,"['Transcatheter Aortic Valve', 'Aortic Valve Replacement', 'Low-Gradient Aortic Stenosis', 'Transcatheter Aortic', 'Aortic Stenosis', 'Aortic Valve', 'Valve Replacement', 'Low-Gradient Aortic', 'Valve Replacement Outcomes', 'TAVR']",2025-05-12,Pending,[]
40283668,Review Article: Contemporary Transcatheter Heart Valves for TAVI in Bicuspid Aortic Anatomy.,"Bicuspid aortic valve (BAV) is the most common congenital heart disease, affecting 0.5-2% of the population and often leading to early aortic valve degeneration. While surgical aortic valve replacement (SAVR) remains the gold standard for treating severe bicuspid aortic stenosis (AS), transcatheter aortic valve implantation (TAVI) is emerging as a viable alternative in selected BAV anatomies. Initial experiences with first-generation transcatheter heart valves (THVs) showed the feasibility of this technique, but were associated with lower device success rates and higher complications, such as paravalvular leak (PVL) and pacemaker implantation. Advancements in second- and third- generation THVs, together with better pre-procedural imaging assessment and growing operator experience, have significantly enhanced TAVI outcomes in BAV patients, with results now comparable to those seen in tricuspid aortic valves (TAVs). Proper patient selection, pre-procedural sizing, and device implantation are key to improving TAVI success in BAV. Recent registry data on contemporary THV platforms demonstrate improved procedural success, hemodynamic performance, and the safety of TAVI in BAV. However, higher rates of PVL, pacemaker implantation, and strokes remain concerns. Ongoing advancements in THV design and procedural techniques will further enhance outcomes for this challenging population. Up to the present, there are no dedicated THVs for BAV, but the latest-generation THVs offer promising results.","['Chrysavgi Simopoulou', 'Omar Oliva', 'Vincenzo Cesario', 'Nicolas Dumonteil', 'Didier Tchetche', 'Chiara De Biase']",Journal of clinical medicine,2025-04-20,10.3390/jcm14082838,https://doi.org/10.3390/jcm14082838,PMC12027816,Free,Review Article Contemporary Transcatheter Heart Valves for TAVI in Bicuspid Aortic Anatomy SIMOPOULOU 2025,pdfs\Review Article Contemporary Transcatheter Heart Valves for TAVI in Bicuspid Aortic Anatomy SIMOPOULOU 2025.pdf,"['aortic valve', 'BAV', 'TAVI', 'Bicuspid aortic valve', 'Transcatheter Heart Valves', 'Bicuspid Aortic', 'Aortic', 'transcatheter aortic valve', 'aortic valve implantation', 'valve']",2025-05-12,Pending,"['balloon-expandable valve (BEV)', 'bicuspid aortic valve (BAV)', 'paravalvular leak (PVL)', 'permanent pacemaker implantation (PPI)', 'self-expanding valve (SEV)', 'transcatheter aortic valve implantation (TAVI)']"
40283648,Transcatheter Aortic Valve Replacement Reverses Heyde Syndrome: A Case Report of Severe Aortic Stenosis and Gastrointestinal Bleeding.,"Background: Heyde syndrome is a rare condition characterized by the triad of severe aortic stenosis, gastrointestinal bleeding, and acquired type 2A von Willebrand syndrome. This case report highlights the diagnostic and therapeutic approach for a 72-year-old woman presenting with exertional chest pain, dyspnea, fatigue, and a history of melena. Methods: The diagnostic workup revealed severe microcytic anemia and a reduced vWF ristocetin-to-antigen ratio. Imaging confirmed severe degenerative aortic stenosis, while video capsule endoscopy identified angiodysplasia and telangiectasias in the small bowel as the source of gastrointestinal bleeding. Following evaluation by a multidisciplinary Heart Team, the patient underwent transcatheter aortic valve replacement (TAVR) with an Evolut Fx self-expanding prosthesis. Results: Post-procedural echocardiography showed mild paravalvular regurgitation. The patient's clinical course was favorable, with resolution of anemia and no further gastrointestinal bleeding episodes. Conclusions: Heyde syndrome requires a high index of suspicion for diagnosis in patients with severe aortic stenosis and unexplained anemia or gastrointestinal bleeding. TAVR offers an effective treatment option that not only resolves valvular pathology, but also mitigates associated bleeding risks.","['Claudiu Florin Rășinar', 'Alexandru Tîrziu', 'Rebeca Ionela Rășinar', 'Florin Gîru', 'Cristian Mornoș', 'Dan Gaiță', 'Constantin Tudor Luca', 'Daniel Miron Brie']",Journal of clinical medicine,2025-04-19,10.3390/jcm14082819,https://doi.org/10.3390/jcm14082819,PMC12027620,Free,Transcatheter Aortic Valve Replacement Reverses Heyde Syndrome A Case Report of Severe Aortic Stenosis and Gastrointestinal Bleeding RĂȘINAR 2025,pdfs\Transcatheter Aortic Valve Replacement Reverses Heyde Syndrome A Case Report of Severe Aortic Stenosis and Gastrointestinal Bleeding RINAR 2.pdf,"['Severe Aortic Stenosis', 'Aortic Stenosis', 'Aortic Valve Replacement', 'Transcatheter Aortic Valve', 'Gastrointestinal Bleeding', 'Aortic Valve', 'Aortic', 'Heyde Syndrome', 'Severe Aortic', 'Replacement Reverses Heyde']",2025-05-12,Pending,"['Heyde syndrome', 'acquired von Willebrand syndrome', 'angiodysplasia', 'aortic stenosis', 'gastrointestinal bleeding', 'transcatheter aortic valve replacement (TAVR)', 'video capsule endoscopy (VCE)', 'von Willebrand factor (vWF)']"
40283600,Redo-Transcatheter Aortic Valve Replacement Procedural Optimization and Patient Selection: From Bench to Clinical Practice.,"With recent guidelines expanding transcatheter aortic valve replacement (TAVR) to younger patients, indications for redo-TAVR will also likely increase. When compared with TAVR, redo-TAVR is a rare and novel procedure. Current clinical data derived from registries suggest excellent safety, with low rates of 30-day and 1-year mortality following redo-TAVR. Proper understanding of data from bench studies regarding optimal valve configurations, of patient anatomy and of the technical properties of transcatheter heart valves (THV) is essential for patient selection and procedural success. Lifetime management of redo-TAVR should start before the index procedure, as the choice of the index THV has a major impact on the feasibility of redo-TAVR. Procedural optimization by adequate valve sizing, commissural alignment and adequate implant depth of both index and redo-THV are critical determinants of optimal hemodynamics for maximized valve longevity, as well as lifelong coronary access.","['Ruxandra I Sava', 'Philippe Garot', 'Hakim Benamer', 'Emmanuel Gall', 'Théo Pezel', 'Morad Djebbar', 'Neila Sayah', 'David Meier', 'Georgios Tzimas', 'Jérôme Garot', 'Florence Leclercq', 'Mariama Akodad']",Journal of clinical medicine,2025-04-17,10.3390/jcm14082770,https://doi.org/10.3390/jcm14082770,PMC12027932,Free,Redo Transcatheter Aortic Valve Replacement Procedural Optimization and Patient Selection From Bench to Clinical Practice SAVA 2025,pdfs\Redo Transcatheter Aortic Valve Replacement Procedural Optimization and Patient Selection From Bench to Clinical Practice SAVA 2025.pdf,"['Aortic Valve Replacement', 'Valve', 'Valve Replacement Procedural', 'Valve Replacement', 'Aortic Valve', 'redo-TAVR', 'Patient Selection', 'bench studies', 'Redo-Transcatheter Aortic Valve', 'Patient']",2025-05-12,Pending,"['CT predictors', 'TAV-in-TAV', 'coronary access', 'coronary alignment']"
40283481,A Tale of Two Diseases: Decoding Aortic Stenosis and Cardiac Amyloidosis.,"Background/Objectives: Transthyretin cardiac amyloidosis (ATTR-CA) is an infiltrative cardiomyopathy caused by transthyretin (TTR) amyloid deposition in the myocardium, increasingly recognized in patients with aortic stenosis (AS). This study aims to investigate the diagnostic challenges and therapeutic strategies for patients with both conditions, focusing on shared pathophysiological mechanisms and key diagnostic indicators. Methods: A multimodal diagnostic approach was applied, utilizing cardiac magnetic resonance (CMR) and bone scintigraphy with technetium-99m-labeled tracers to assess AS patients with suspected ATTR-CA. Clinical signs, such as disproportionate heart failure symptoms, conduction abnormalities, and low-flow, low-gradient AS, were evaluated. Electrocardiographic findings, including low-voltage QRS complexes and pseudo-infarction patterns, were also assessed. Treatment options, including transcatheter aortic valve replacement (TAVR) and emerging pharmacotherapies for ATTR-CA, were analyzed. Results: The study found that ATTR-CA is increasingly prevalent in AS patients, with shared mechanisms like oxidative stress and amyloid-induced tissue remodeling. Key diagnostic signs include disproportionate heart failure symptoms, conduction abnormalities, and specific electrocardiographic patterns. TAVR was effective in both isolated AS and AS with ATTR-CA, although patients with both conditions had a higher risk of heart failure hospitalization and persistent symptoms. Emerging pharmacotherapies, such as TTR stabilizers and gene-silencing agents, showed promise in slowing disease progression. Conclusions: A multimodal diagnostic approach is essential for the early detection of ATTR-CA in AS patients. Combining TAVR with emerging pharmacotherapies may improve long-term outcomes for this high-risk group, enhancing patient care in those with both conditions.","['Ioannis Gialamas', 'George E Zakynthinos', 'George Dimeas', 'Panteleimon Pantelidis', 'Elias Gialafos', 'Styliani Brili', 'Athina Goliopoulou', 'Ourania Katsarou', 'Elsi Tryfou', 'Konstantinos Kalogeras', 'Gerasimos Siasos', 'Evangelos Oikonomou']",Journal of clinical medicine,2025-04-12,10.3390/jcm14082652,https://doi.org/10.3390/jcm14082652,PMC12027563,Free,A Tale of Two Diseases Decoding Aortic Stenosis and Cardiac Amyloidosis GIALAMAS 2025,pdfs\A Tale of Two Diseases Decoding Aortic Stenosis and Cardiac Amyloidosis GIALAMAS 2025.pdf,"['Aortic Stenosis', 'patients', 'Decoding Aortic Stenosis', 'ATTR-CA', 'Aortic', 'Cardiac Amyloidosis', 'Stenosis', 'TAVR', 'Amyloidosis', 'Cardiac']",2025-05-12,Pending,"['AS', 'ATTR', 'aortic stenosis', 'cardiac amyloidosis', 'cardiomyopathy', 'hereditary transthyretin amyloidosis', 'low-flow', 'low-gradient aortic stenosis', 'transthyretin', 'transthyretin amyloidosis', 'wild-type transthyretin amyloidosis']"
40270122,The Impact of Concomitant Mitral Regurgitation on Echocardiography Parameters After TransCatheter Aortic Valve Replacement: A Systematic Review and Meta-Analysis.,"BACKGROUND: Mitral regurgitation (MR) commonly coexists with aortic stenosis (AS) and is a potential risk factor influencing outcomes following transcatheter aortic valve replacement (TAVR). This meta-analysis aimed to evaluate the mean changes in key echocardiographic parameters before and after TAVR and to compare these changes between patients with moderate-to-severe MR (MR ≥ 2) and those with none-to-mild MR (MR < 2).
METHODS: A comprehensive literature search was conducted using six electronic databases. We included studies that evaluated patients undergoing TAVR, classified them based on baseline MR grade ≥ 2 (moderate/severe MR) or MR grade < 2 (none/mild MR), and reported the mean difference (MD) in echocardiographic parameters before and after TAVR in both groups. The primary outcomes included changes in ejection fraction (EF), LV end-diastolic volume (LVEDV) index, LV end-systolic volume (LVESV) index, LV end-diastolic diameter (LVEDD), LV end-systolic diameter (LVESD), aortic valve area (AVA), and the mean aortic gradient. Pooled MDs were analyzed using a random-effects model.
RESULTS: Thirteen studies with 7163 patients were included, of which 2376 had an MR ≥ 2. The MR < 2 and MR ≥ 2 groups experienced significant improvements in AVA and reductions in mean aortic gradient, LVEDV index, LVESV index, LVEDD, and LVESD. Compared to MR < 2 patients, those with MR ≥ 2 exhibited significantly greater improvements in EF (MD = 2.03; 95% CI: 0.81, 3.24), LVEDV index (MD = -5.55; 95% CI: -7.85, -3.26), LVESV index (MD = -5.43; 95% CI: -7.28, -3.58), LVESD (MD = -2.23; 95% CI: -3.71, -0.26), and mean aortic gradient (MD = 1.43; 95% CI: 0.79, 2.07). However, the changes in LVEDD and AVA were not significantly different between the groups.
CONCLUSIONS: These findings suggest that patients with moderate-to-severe baseline MR before TAVR showed greater pronounced improvements in specific echocardiographic parameters related to LV function and geometry, particularly in LVEF, LVEDV index, LVESV index, and LVESD, compared to those with none-to-mild MR. Future studies should focus on stratifying outcomes according to MR etiology and using advanced imaging techniques to delineate better the mechanisms underlying these improvements.","['Bahar Darouei', 'Reza Amani-Beni', 'Mehrdad Rabiee Rad', 'Ghazal Ghasempour Dabaghi', 'Reza Eshraghi', 'Ashkan Bahrami', 'Ehsan Amini-Salehi', 'Seyyed Mohammad Hashemi', 'Sadegh Mazaheri-Tehrani', 'Mohammad Reza Movahed']",Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,2025-04-24,10.1002/ccd.31555,https://doi.org/10.1002/ccd.31555,,Paid,The Impact of Concomitant Mitral Regurgitation on Echocardiography Parameters After TransCatheter Aortic Valve Replacement A Systematic Review and Meta Analysis DAROUEI 2025,Not available,"['Concomitant Mitral Regurgitation', 'Aortic Valve Replacement', 'Impact of Concomitant', 'Systematic Review', 'Concomitant Mitral', 'TransCatheter Aortic Valve', 'Mitral Regurgitation', 'Valve Replacement', 'Aortic Valve', 'Echocardiography Parameters']",2025-05-12,Pending,"['aortic valve stenosis', 'echocardiography', 'meta‐analysis', 'mitral valve insufficiency', 'transcatheter aortic valve replacement']"
40269992,CT-derived adipose tissue characteristics and TAVI all-cause mortality and complications: a systematic review.,"Transcatheter Aortic Valve Implantation (TAVI) has revolutionized severe aortic stenosis treatment, but risk stratification remains challenging. This systematic review examined the association between computed tomography (CT)-derived adipose tissue parameters and TAVI outcomes. We searched major databases for studies on visceral (VAT), subcutaneous (SAT), and intramuscular (IMAT) adipose tissue parameters and post-TAVI outcomes. Fourteen studies (9692 patients) were included. Higher SAT area/volume was consistently associated with better survival (5 studies, HR range: 0.83-2.77, p < 0.05). Lower SAT and VAT density also correlated with better survival (5 and 4 studies, respectively, HR range: 1.31-1.46, p < 0.05). VAT area showed mixed results. A VAT:SAT ratio < 1 was associated with better cardiovascular outcomes in one study. Lower IMAT index correlated with shorter hospital stays in a single study. This review reveals complex relationships between adipose tissue parameters and TAVI outcomes. Lower adipose tissue density and higher subcutaneous adiposity were most consistently associated with better outcomes. These findings suggest that detailed analysis of adipose tissue characteristics may enhance risk stratification in TAVI candidates.","['Matej Pekar', 'Piotr Branny', 'Otakar Jiravsky', 'Radim Spacek', 'Jan Alexander Mohr', 'Ivan Ranic', 'Bogna Jiravska Godula', 'Alica Cesnakova Konecna', 'Marek Kantor', 'Jan Hecko', 'Radek Neuwirth', 'Libor Sknouril', 'Jan Novak']",European journal of medical research,2025-04-24,10.1186/s40001-025-02587-3,https://doi.org/10.1186/s40001-025-02587-3,PMC12020199,Free,CT derived adipose tissue characteristics and TAVI all cause mortality and complications a systematic review PEKAR 2025,pdfs\CT derived adipose tissue characteristics and TAVI all cause mortality and complications a systematic review PEKAR 2025.pdf,"['adipose tissue', 'adipose tissue parameters', 'TAVI', 'tissue parameters', 'tissue', 'adipose', 'Czech Republic', 'adipose tissue characteristics', 'TAVI outcomes', 'CT-derived adipose tissue']",2025-05-12,Pending,"['Adipose tissue parameters', 'CT-derived body composition', 'Risk stratification', 'Subcutaneous fat', 'TAVI outcomes', 'Visceral fat']"
40269711,Associations between new-onset postoperative atrial fibrillation and changes in left ventricular mass index in patients undergoing transcatheter aortic valve replacement.,"BACKGROUND: New-onset postoperative atrial fibrillation (POAF) is common after transcatheter aortic valve replacement (TAVR). At present, the impact of POAF on cardiac remodeling after TAVR has not been thoroughly studied.
OBJECTIVES: To investigate the impact of POAF on cardiac remodeling and its association with clinical outcomes after TAVR.
METHODS: 601 patients undergoing TAVR for severe aortic stenosis were evaluated. Of these, 253 patients were identified to have POAF, which was categorized as normal left ventricular mass index (LVMI) in 54 (21%) and high LVMI in 199 (79%). The primary endpoint was a composite of all-cause death, heart failure rehospitalization and disabling stroke. Reverse remodeling was assessed by transthoracic echocardiography.
RESULTS: In POAF patients, the 3-year cumulative incidence of primary composite outcome in the high LVMI subgroup was significantly higher than that in the normal LVMI subgroup (9.3 ± 3.3% vs. 13.5 ± 3.9%; p = 0.02). The incidence of LVMI regression after TAVR was lower in patients with POAF than in those without (65.6 ± 3.0% vs. 82.6 ± 2.7% at 3 years; p = 0.029). Furthermore, the 3-year cumulative incidence of the primary composite outcome and cardiovascular death was highest in the group of POAF without LVMI regression. Baseline LVMI (β = -1.73, p < 0.001) and POAF (β = -1.46, p < 0.001) were independent predictors of change in LVMI at one year.
CONCLUSIONS: Patients with POAF had less LVMI regression and impaired cardiac reverse remodeling after TAVR, which increased the incidence of all-cause death and heart failure rehospitalization. Therefore, clinicians should be more proactive in monitoring and treating POAF after TAVR.","['Hua-Jie Zheng', 'Jun Li', 'Ling-Feng Tang', 'Mei Guo', 'Ya-Nan Wei', 'Wei Cheng']",BMC cardiovascular disorders,2025-04-23,10.1186/s12872-025-04763-z,https://doi.org/10.1186/s12872-025-04763-z,PMC12016421,Free,Associations between new onset postoperative atrial fibrillation and changes in left ventricular mass index in patients undergoing transcatheter aortic valve replacement ZHENG 2025,pdfs\Associations between new onset postoperative atrial fibrillation and changes in left ventricular mass index in patients undergoing transcath.pdf,"['POAF', 'TAVR', 'LVMI', 'patients', 'patients undergoing TAVR', 'high LVMI', 'LVMI regression', 'aortic valve replacement', 'POAF patients', 'POAF group']",2025-05-12,Pending,"['Aortic stenosis', 'Cardiac reverse remodeling', 'Postoperative atrial fibrillation', 'Transcatheter aortic valve replacement']"
40269687,Computed tomography-based coronary lumen volume to myocardial mass ratio in patients undergoing transcatheter aortic valve replacement: a novel method for risk assessment.,"BACKGROUND: The coronary lumen volume to myocardial mass (V/M) ratio has been suggested as a quantitative metric of potential imbalance between coronary blood supply and myocardial oxygen demand. This study was designed to assess the prognostic value of the V/M ratio for predicting major adverse cardiovascular events (MACE) in patients undergoing transcatheter aortic valve replacement (TAVR).
METHODS: This study enrolled patients who received a standard planning computed tomography (CT) scan before TAVR and dichotomized at the median of 33.31 mm³/g of V/M ratio into groups with low V/M ratio and high V/M ratio. The V/M ratio was calculated by coronary computed tomography angiography (CTA). The endpoint was a composite of all-cause mortality, stroke, and hospitalization for heart failure. The cumulative incidence of the MACE was compared using Kaplan-Meyer plots and uni- and multivariate Cox proportional hazards regression analysis.
RESULTS: In total, 139 patients were enrolled in this study finally (mean age 71.7 ± 6.7 years, 41.7% female). The mean V/M ratio was considerably lower in patients with MACE than in those without MACE (26.5 ± 4.9mm3/g vs. 34.0 ± 3.8mm3/g, P<0.001). Multivariate Cox proportional hazards regression showed that the low V/M ratio group (≤ 33.31 mm³/g) had a higher risk of MACE after TAVR (HR: 6.14, 95%CI: 1.37-27.54; P = 0.018).
CONCLUSIONS: The lower V/M ratio could serve as an independent predictor of MACE in patients undergoing TAVR.
CLINICAL TRIAL NUMBER: Not applicable.","['Wenting Li', 'Ruichen Ren', 'Qingyuan Zhao', 'Chengcheng Qi', 'Zhiyu Chen', 'Yang Zhang']",BMC cardiovascular disorders,2025-04-24,10.1186/s12872-025-04705-9,https://doi.org/10.1186/s12872-025-04705-9,PMC12020294,Free,Computed tomography based coronary lumen volume to myocardial mass ratio in patients undergoing transcatheter aortic valve replacement a novel method for risk assessment LI 2025,pdfs\Computed tomography based coronary lumen volume to myocardial mass ratio in patients undergoing transcatheter aortic valve replacement a nov.pdf,"['coronary lumen volume', 'patients undergoing TAVR', 'coronary', 'ratio', 'coronary lumen', 'patients', 'patients undergoing', 'patients undergoing transcatheter', 'MACE', 'TAVR']",2025-05-12,Pending,"['Coronary computed tomography angiography', 'Coronary lumen volume', 'Left ventricle myocardial mass', 'Transcatheter aortic valve replacement', 'Volume to myocardial mass']"
