_id,pubmed_id,title,abstract,authors[0],authors[1],authors[2],authors[3],authors[4],authors[5],authors[6],authors[7],authors[8],authors[9],authors[10],authors[11],authors[12],authors[13],authors[14],authors[15],authors[16],authors[17],authors[18],authors[19],authors[20],authors[21],authors[22],authors[23],authors[24],authors[25],authors[26],authors[27],authors[28],authors[29],authors[30],authors[31],authors[32],authors[33],authors[34],authors[35],authors[36],authors[37],authors[38],authors[39],authors[40],authors[41],authors[42],authors[43],authors[44],authors[45],authors[46],authors[47],authors[48],authors[49],journal,publication_date,doi,fulltext_link,pmcid,access,volume,issue,pages,updated_title,pdf_file,suggested_tags[0],suggested_tags[1],suggested_tags[2],suggested_tags[3],suggested_tags[4],suggested_tags[5],suggested_tags[6],suggested_tags[7],suggested_tags[8],suggested_tags[9],webscraped_date,status,moved,keywords[0],keywords[1],keywords[2],keywords[3],keywords[4],keywords[5],keywords[6],keywords[7],keywords[8],keywords[9],keywords[10]
6812eaa34ef6922f6d6906a8,40266968,Five-Year Mortality of Surgical and Transcatheter Aortic Valve Replacement in the Real-World Scenario: A Systematic Review and Meta-Analysis of Propensity Score Matching Studies.,"INTRODUCTION: Randomized controlled trials (RCTs) provide evidence of efficacy, while real-world data (RWD) demonstrate effectiveness in real-world practice. We designed a systematic review and meta-analysis of reconstructed time-to-event (RTE) data from propensity score matching studies comparing transcatheter aortic valve implantation (TAVI) and surgical aortic valve replacement (SAVR) to compare their effectiveness and evaluate the generalizability of TAVI indications.\nMETHODS: Systematic review of literature between 2007 and 2023 including propensity score matching studies comparing TAVI or SAVR that reported at least one-year Kaplan-Meier curves of endpoints.\nRESULTS: Twenty-one studies were included (39538 participants). TAVI shows a higher all-cause mortality (hazard ratio [HR] 1.41; 95% confidence interval [CI] 1.34-1.47, P-value < 0.001), with a significant heterogeneity. The analysis of HR trend over time shows that TAVI superiority is limited to the first month with a steep reversal afterwards, when SAVR becomes clearly superior. All-cause mortality is significantly higher in TAVI in low-risk (HR 1.35; 95% CI 1.08-1.69, P-value < 0.001) as well as in intermediate (HR 1.73; 95% CI 1.35-2.22, P-value < 0.001) and high-risk (HR 1.61; 95% CI 1.38-1.88, P-value < 0.001) patients. The HR trend in the subgroups of risk confirms the data from the whole mixed population.\nCONCLUSION: In a real-word setting, TAVI is associated with higher incidence of all-cause death and maintains a survival benefit only in the first month after implantation. These results show that TAVI effectiveness may not reflect the efficacy demonstrated by RCTs and pose a threat to their external validity.",Mateo Marin-Cuartas,Bianca Dalbesio,Francesco Pollari,Matteo Scarpanti,Amedeo Anselmi,Manuela de la Cuesta,Miguel Sousa Uva,Jean-Philippe Verhoye,Francesco Musumeci,Fabio Barili,Alessandro Parolari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazilian journal of cardiovascular surgery,2025-04-23,10.21470/1678-9741-2024-0048,https://doi.org/10.21470/1678-9741-2024-0048,PMC12017277,Free,40,4,e20240048,Five Year Mortality of Surgical and TAVR in the Real World Scenario A Systematic Review and Meta Analysis of PSM Studies MARIN-CUARTAS 2025,pdfs\Five Year Mortality of Surgical and TAVR in the Real World Scenario A Systematic Review and Meta Analysis of PSM Studies MARIN-CUARTAS 2025.pdf,Cardiac Surgery,Transcatheter Aortic Valve,Aortic Valve Replacement,TAVI,Aortic Valve,Propensity Score Matching,studies comparing TAVI,Score Matching Studies,surgical aortic valve,Cardiac Surgery Unit,2025-04-30,approved,,Aortic Valve,Meta-Analysis,Systematic Review,Transcatheter Aortic Valve Replacement,,,,,,,
6812eaa44ef6922f6d6906a9,40265580,Utilization and Outcomes of Antiplatelet Therapy Following Transcatheter Aortic Valve Replacement (TAVR).,No Abstract Found,Agam Bansal,Grant W Reed,Rishi Puri,James Yun,Amar Krishnaswamy,Samir R Kapadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of the American Heart Association,2025-04-23,10.1161/JAHA.124.038297,https://doi.org/10.1161/JAHA.124.038297,,Paid,,,e038297,Utilization and Outcomes of Antiplatelet Therapy Following TAVR TAVR BANSAL 2025,Not available,Aortic Valve Replacement,Transcatheter Aortic Valve,Valve Replacement,Outcomes of Antiplatelet,Antiplatelet Therapy,Therapy Following Transcatheter,Transcatheter Aortic,Aortic Valve,Utilization and Outcomes,TAVR,2025-04-30,rejected,,TAVR,dual antiplatelet therapy,single antiplatelet therapy,,,,,,,,
6812eaa54ef6922f6d6906aa,40265281,Evaluation of Tissue Annular Motion Displacement in Patients With Severe Aortic Stenosis With Normal Ejection Fraction.,"AIM: The purpose of this study was to investigate the value of the tissue annular motion displacement (TMAD) parameter in assessing left ventricular systolic function in patients with severe aortic stenosis (AS) and to investigate the risk factors for major adverse cardiovascular events (MACEs) in patients with severe AS with a biplane Simpson's method ejection fraction (LVEF-Simpson) ≥ 50%.\nMETHODS: We enrolled 81 patients diagnosed with severe AS and 22 controls. Comparative analyses were performed between the groups, and longitudinal follow-up assessments tracked the incidence of MACEs. Survival analysis, utilizing Kaplan-Meier curves, was employed to determine the prognostic significance of TMAD parameters.\nRESULTS: TMAD parameters showed negative linear correlations with left ventricle global longitudinal strain (LVGLS). Overall, 69 patients (85.2%) underwent successful transcatheter aortic valve replacement (TAVR), which significantly improves myocardial longitudinal systolic function. MACE occurred in 12 (14.8%) AS patients during the follow-up period.\nCONCLUSION: TMAD parameters allowed early detection of left ventricle systolic dysfunction (LVSF) in severe AS patients with normal ejection fraction and correlated well with LVGLS, and TMADmid-A4C was a strong predictor of MACE in severe AS patients with preserved LVEF.",Jie Feng,Yao Li,Shiyuan Zhang,Haixia Wei,Hangyu Liu,Yanqing Wu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of clinical ultrasound : JCU,2025-04-23,10.1002/jcu.24032,https://doi.org/10.1002/jcu.24032,,Paid,,,,Evaluation of Tissue Annular Motion Displacement in Pts With sAS With Normal EF FENG 2025,Not available,Tissue Annular Motion,Annular Motion Displacement,Severe Aortic Stenosis,Normal Ejection Fraction,Annular Motion,Tissue Annular,Motion Displacement,Simpson method ejection,Ejection Fraction,method ejection fraction,2025-04-30,,,LVEF,aortic stenosis,speckle tracking imaging,tissue motion annular displacement,transthoracic echocardiography,,,,,,
6812eaa94ef6922f6d6906ab,40264567,Transcatheter aortic valve replacement via direct aortic access for severe aortic stenosis with double aortic arch.,"Transcatheter aortic valve replacement (TAVR) is an established treatment for managing severe aortic stenosis. Preoperative planning requires cautious identification of the access route, which can be challenging in patients with anatomical abnormalities of the aorta. Double aortic arch (DAA) is a congenital condition where the aorta bifurcates into two separate vessels that encircle the trachea and esophagus, thereby forming a vascular ring. This condition accounts for ~1% of congenital cardiovascular anomalies. Previous reports on TAVR performed on patients with DAA are limited, and there is no consensus on the appropriate access route. Herein, we present an 85-year-old female patient with DAA and aortic stenosis who underwent a successful TAVR using the direct aortic approach.",Akihito Arai,Mimiko Tabata,Kenichiro Takahashi,Ryo Izubuchi,Minako Hayakawa,Joshi Tsutsumi,Akihiro Urabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Journal of surgical case reports,2025-04-30,10.1093/jscr/rjaf251,https://doi.org/10.1093/jscr/rjaf251,PMC12013706,Free,2025,4,rjaf251,TAVR via direct aortic access for sAS with double aortic arch ARAI 2025,pdfs\TAVR via direct aortic access for sAS with double aortic arch ARAI 2025.pdf,aortic,Transcatheter aortic valve,double aortic arch,direct aortic approach,aortic valve replacement,aortic arch,TAVR,severe aortic stenosis,aortic valve,direct aortic,2025-04-30,approved,,direct aortic approach,double aortic arch,transcatheter aortic valve replacement,,,,,,,,
6812eaaa4ef6922f6d6906ac,40262657,SINGLE PERCLOSE PLUS PLUG BASED DEVICE VERSUS DOUBLE PERCLOSE FOR PERCUTANEOUS LARGE BORE ARTERIAL ACCESS: A SYSTEMATIC REVIEW AND META ANALYSIS.,"OBJECTIVE: Vascular Closure primarily utilizing Suture Based Devices (SBD) are frequently used for large bore percutaneous arterial access in patients undergoing Transcatheter Aortic Valve Implantation (TAVR) and Endovascular Aneurysm Repair (EVAR). Little is known about the intentional combination of SBD with PBD. Main objective was to determine the efficacy of adopting a combined SBD and PBD strategy compared to double SBD for large bore arterial access.\nREVIEW METHODS: We searched randomized and observational studies comparing both strategies and that reported the outcomes of major vascular and vascular complications, major bleeding, all bleeding events, need for surgical or endovascular interventions, device failure, additional device and pseudoaneurysm. A meta-analysis was conducted, with heterogeneity assessed using the I2 statistic and a random-effects model applied to all outcomes. Additionally, trial sequential analysis was performed.\nRESULTS: We included 3 randomized trials and 4 observational studies with 2,064 access. Sheath size ranged from 13 to 24 Fr. Vascular complications (RR 0.54; p<0.01), major vascular complications (RR 0.55; p=0.04), major bleeding (RR 0.49; p=0.02), need for surgical intervention (RR 0.25; p=0.01), and additional device (RR 0.12; p<0.01) were significantly less common in patients treated with the SBD and PBD technique. Pseudoaneurysm (RR 1.13; p=0.71), all bleeding events (RR 0.59; p=0.1), and endovascular intervention (RR 0.65; p=0.26) were not significantly different between groups.\nCONCLUSION: These findings suggest that one SBD, combined with PBD, was associated with less femoral access complications when compared to the exclusive double SBD as a vascular closure strategy in patients with large bore arterial access.",Enrico Prajiante Bertolino,Milena Monteiro Mastra Fontoura,Cynthia Florêncio de Mesquita,Dilson da Silva Pimentel,Miguel Godeiro Fernandez,Ivo Queiroz,Braiana Ángeles Díaz Herrera,Altino Ono Moraes,Ross Millner,Grace Carvajal Mulatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annals of vascular surgery,2025-04-20,10.1016/j.avsg.2025.04.107,https://doi.org/10.1016/j.avsg.2025.04.107,,Paid,,,,SINGLE PERCLOSE PLUS PLUG BASED DEVICE VERSUS DOUBLE PERCLOSE FOR PERCUTANEOUS LARGE BORE ARTERIAL ACCESS A SYSTEMATIC REVIEW AND META ANALYSIS BERTOLINO 2025,Not available,VERSUS DOUBLE PERCLOSE,SINGLE PERCLOSE,PLUG BASED DEVICE,BASED DEVICE VERSUS,LARGE BORE ARTERIAL,BORE ARTERIAL ACCESS,Aortic Valve Implantation,DEVICE VERSUS DOUBLE,Transcatheter Aortic Valve,PERCLOSE PLUS PLUG,2025-04-30,,,Angioseal,Closure device,Endovascular aneurysm repair,Perclose,Transcatheter Aortic Valve Replacement,vascular closure,,,,,
6812eaaa4ef6922f6d6906ad,40262017,Perioperative Outcomes in Patients Undergoing Transcatheter Aortic Valve Replacement with Concomitant Mitral Regurgitation: A Meta-Analysis.,"Transcatheter aortic valve replacement (TAVR) is widely performed in high-risk patients with severe aortic stenosis. However, the effects of baseline concomitant mitral regurgitation (MR) on perioperative outcomes remain unclear. This study evaluated the impact of concomitant MR severity on short-term TAVR outcomes. A systematic search of 6 electronic databases was conducted. Studies that stratified patients based on MR severity (MR ≥2 vs. <2 or MR ≥3 vs. <3) and reported perioperative outcomes, including short-term mortality, in-hospital mortality, acute kidney injury (AKI), pacemaker implantation, bleeding, vascular complications, and MR improvement (up to 1 week and 1 month) were eligible. Data from 26 studies (32,453 patients) demonstrated that patients with baseline moderate-to-severe MR (MR ≥2) had a 49% (95% confidence interval (CI), 1.32-1.70) increased risk of short-term mortality, a 41% (95% CI, 1.22-1.63) higher risk of in-hospital mortality, and a 38% (95% CI, 1.17-1.62) higher risk of AKI than those with none-to-mild MR (MR<2). Patients with an MR ≥3 had an even greater 72% (95% CI, 1.37-2.16) increase in short-term mortality. No significant differences were observed in pacemaker implantation, bleeding, or vascular complications between groups. Additionally, after TAVR, MR improved in 36% of patients by at least 1 grade within 1 week, increasing to 44% by 1 month. In TAVR patients, MR ≥2 was associated with significantly higher early mortality and AKI risk, underscoring the need for a comprehensive perioperative risk assessment. Future studies should examine the differential impact of functional and degenerative MR.",Reza Amani-Beni,Bahar Darouei,Mehrdad Rabiee Rad,Ghazal Ghasempour Dabaghi,Reza Eshraghi,Ashkan Bahrami,Ehsan Amini-Salehi,Seyyed Mohammad Hashemi,Sadegh Mazaheri-Tehrani,Mohammad Reza Movahed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardiology in review,2025-04-22,10.1097/CRD.0000000000000919,https://doi.org/10.1097/CRD.0000000000000919,,Paid,,,,Perioperative Outcomes in Pts Undergoing TAVR with Concomitant MR A Meta Analysis AMANI-BENI 2025,Not available,Undergoing Transcatheter Aortic,Transcatheter Aortic Valve,Aortic Valve Replacement,Patients Undergoing Transcatheter,Concomitant Mitral Regurgitation,Undergoing Transcatheter,Aortic Valve,Valve Replacement,Transcatheter Aortic,Mitral Regurgitation,2025-04-30,,,aortic valve stenosis,mitral valve insufficiency,mortality,perioperative care,transcatheter aortic valve replacement,,,,,,
6812eaab4ef6922f6d6906ae,40261266,Sex-Related Differences in Survival and Safety Outcomes After Transcatheter Aortic Valve Replacement: A Meta-Analysis of Reconstructed Time-to-Event Data.,"AIMS: The impact of sex-related differences on outcomes following transcatheter aortic valve replacement (TAVR) remains inconclusive. This study investigates sex-related differences in survival and safety outcomes in patients with aortic stenosis undergoing TAVR.\nMETHODS AND RESULTS: We systematically searched PubMed, Embase, Scopus, and Cochrane Library until November 2024. Individual patient data (IPD) were reconstructed from published Kaplan-Meier curves and compared using Cox-proportional hazards model for overall survival and cardiovascular mortality. Pooled risk ratios (RR) for safety outcomes at 30-days and one year were estimated using a random-effects model. A total of 48 studies (69,355 women and 65,580 men) were included. Meta-analysis of reconstructed IPD showed that men were at higher risk of all-cause mortality at five years (hazard ratio [HR]: 1.24, 95% confidence interval [CI]: 1.20-1.28, P<0.001) and cardiovascular mortality at four years (HR: 1.34, 95% CI: 1.21-1.49, P<0.001) compared with women. In random-effects meta-analysis, men faced a higher risk of permanent pacemaker implantation (RR: 1.29, 95% CI: 1.16-1.44, P<0.001) during the first year. Men experienced a lower risk of stroke (RR: 0.75, 95% CI: 0.64-0.87, P<0.001) and major vascular complications (RR: 0.58, 95% CI: 0.49-0.69, P<0.001) at 30 days, and a lower risk of major bleeding (RR: 0.77, 95% CI: 0.70-0.84, P<0.001) as well as major vascular complications (RR: 0.54, 95% CI: 0.43-0.68, P<0.001) within the first year.\nCONCLUSION: Men demonstrated poorer five-year overall survival and four-year cardiovascular survival following TAVR compared with women. Future research with extended follow-up is needed to understand the mechanism underlying sex-specific TAVR outcomes.",Kiarash Tavakoli,Negin Sadat Hosseini Mohammadi,Parisa Fallahtafti,Sima Shamshiri Khamene,Maryam Taheri,Pouya Ebrahimi,Pegah Bahiraie,Elaheh Karimi,Mohammad Mobin Alishahi,Mohammadreza Pazoki,Nazanin Anaraki,Sina Kazemian,Ramtin Khanipour,Omar K Khalique,Heidi Thomas May,Rosy Thachil,Mina H Iskander,Abdul Waheed,Kaveh Hosseini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,European heart journal. Quality of care & clinical outcomes,2025-04-22,10.1093/ehjqcco/qcaf022,https://doi.org/10.1093/ehjqcco/qcaf022,,Paid,,,,Sex Related Differences in Survival and Safety Outcomes After TAVR A Meta Analysis of Reconstructed Time to Event Data TAVAKOLI 2025,Not available,Aortic Valve Replacement,Transcatheter Aortic Valve,Valve Replacement,Aortic Valve,Transcatheter Aortic,Sex-Related Differences,Safety Outcomes,investigates sex-related differences,Survival,Outcomes,2025-04-30,,,Aortic Stenosis,Cardiovascular Mortality,Sex-Specific Outcomes,Survival,Transcatheter Aortic Valve Replacement,,,,,,
6812eaac4ef6922f6d6906af,40260550,Impact of Calcified Raphe on TAVR in Bicuspid Patients: Predicting Redo-TAVR Feasibility and Virtual Planning Implications.,"BACKGROUND: Patients with bicuspid aortic stenosis who receive transcatheter aortic valve replacement (TAVR) may require subsequent valve interventions in their lifetime; however, the feasibility of redo-TAVR in this population is uncertain. We aimed to assess redo-TAVR feasibility in bicuspid patients and develop a predictive virtual valve planning algorithm.\nMETHODS: We studied computed tomography scans of bicuspid patients who received a balloon-expandable transcatheter heart valve (THV) in the LRT trial (Low Risk TAVR). Redo-TAVR feasibility, determined by valve-to-coronary and valve-to-aorta measurements on 30-day computed tomography, was assessed according to raphe location and calcification. A virtual valve planning algorithm was developed using baseline and 30-day computed tomography scans.\nRESULTS: Among 42 patients (left/right cusp fusion: n=34; right/noncusp fusion: n=4; 2-sinus: n=4), redo-TAVR was feasible in 64%, while 36% would likely require leaflet modification to prevent coronary obstruction. Patients with left/right fusion and calcified raphe had higher redo-TAVR feasibility (88% versus 35%, P<0.001) due to favorable shifting of the THV away from the coronary ostia. A bicuspid virtual planning algorithm accounting for 83.4% THV underexpansion, resulting in an 11.9% taller frame and translation of the THV away from the calcified raphe (mean valve shift 6.6 mm) achieved 86.7% sensitivity and 88.9% specificity for predicting redo-TAVR feasibility.\nCONCLUSIONS: Calcified raphe in left/right cusp fusion shifts the THV away from the coronary ostia, reducing coronary obstruction risk during redo-TAVR. Underexpansion causing increased THV frame height and valve shifting is common in bicuspid patients; a virtual planning algorithm accounting for these aspects can accurately assess redo-TAVR risk.\nREGISTRATION: URL: https://www.clinicaltrials.gov; Unique identifier: NCT02628899.",Pavan Reddy,Fernando J Rodriguez-Weisson,Giorgio A Medranda,Ilan Merdler,Matteo Cellamare,Paul Gordon,Afshin Ehsan,Puja Parikh,Thomas Bilfinger,Maurice Buchbinder,David Roberts,Nicholas Hanna,Itsik Ben-Dor,Lowell F Satler,Hector M Garcia-Garcia,Federico M Asch,Gaby Weissman,Anita Sadeghpour,Christian C Schults,Ron Waksman,Toby Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Circulation. Cardiovascular interventions,2025-04-22,10.1161/CIRCINTERVENTIONS.124.014802,https://doi.org/10.1161/CIRCINTERVENTIONS.124.014802,,Paid,,,e014802,Impact of Calcified Raphe on TAVR in Bicuspid Pts Predicting Redo TAVR Feasibility and Virtual Planning Implications REDDY 2025,Not available,Virtual Planning Implications,Planning Implications,Bicuspid Patients,Patients,THV,Low Risk TAVR,Redo-TAVR Feasibility,Redo-TAVR,Bicuspid,planning algorithm,2025-04-30,,,aorta,aortic valve,humans,tomography,transcatheter aortic valve replacement,,,,,,
6812eaad4ef6922f6d6906b0,40259842,"Outcomes of complex, high-risk percutaneous coronary intervention in patients with severe aortic stenosis: the ASCoP registry.","BACKGROUND: There is a lack of evidence to guide treatment of patients with a concomitant indication for transcatheter aortic valve implantation (TAVI) and complex, high-risk percutaneous coronary intervention (PCI).\nAIMS: We aimed to assess different strategies of PCI timing in this high-risk TAVI cohort.\nMETHODS: The ASCoP registry retrospectively included patients with a clinical indication for both TAVI and PCI with at least 1 criterion of complex or high-risk PCI. The primary endpoint was a composite of all-cause death and unplanned rehospitalisation for cardiovascular causes. The secondary endpoint was a composite of all-cause death, stroke, acute myocardial infarction, major bleeding, major vascular complication and unplanned revascularisation. Multivariable analysis was used to adjust for possible confounders.\nRESULTS: A total of 519 patients were included: 363 (69.9%) underwent staged procedures and 156 (30.1%) concomitant TAVI and PCI. After 441 (interquartile range 182-824) days, the primary endpoint occurred in 151 (36.5%) cases, without any significant difference between the 2 groups (p=0.98), while the secondary endpoint occurred more frequently in the concomitant group (n=36 [25.8%] vs n=57 [17.4%]; p=0.014).\nCONCLUSIONS: In patients undergoing TAVI and complex/high-risk PCI, a concomitant strategy is associated with a higher rate of adverse events and increased procedural risk. (ClinicalTrials.gov: NCT05750927).",Claudio Montalto,Andrea R Munafò,Francesco Soriano,Ketina Arslani,Stephanie Brunner,Sarah Verhemel,Ottavia Cozzi,Antonio Mangieri,Andrea Buono,Mattia Squillace,Stefano Nava,José Luis Díez Gil,Andrea Scotti,Marco Foroni,Giuseppe Esposito,Alessandro Mandurino-Mirizzi,David Bauer,Benjamin De Ornelas,Pablo Codner,Kerstin Piayda,Italo Porto,Federico De Marco,Horst Sievert,Ran Kornowski,Petr Tousek,Dionigi Fischetti,Azeem Latib,Jorge Sanz Sanchez,Diego Maffeo,Francesco Bedogni,Bernhard Reimers,Damiano Regazzoli,Nicolas Van Mieghem,Lars Sondergaard,Francesco Saia,Stefan Toggweiler,Ole De Backer,Jacopo A Oreglia,,,,,,,,,,,,,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,2025-04-21,10.4244/EIJ-D-24-00933,https://doi.org/10.4244/EIJ-D-24-00933,PMC11995291,Paid,21,8,e426-e436,Outcomes of complex high risk PCI in Pts with sAS the ASCoP registry MONTALTO 2025,Not downloaded,percutaneous coronary intervention,severe aortic stenosis,high-risk percutaneous coronary,percutaneous coronary,coronary intervention,PCI,TAVI,high-risk percutaneous,high-risk PCI,aortic stenosis,2025-04-30,,,,,,,,,,,,,
6812eaaf4ef6922f6d6906b1,40259838,Management of complications after valvular interventions.,"Transcatheter valve interventions have transformed the outcomes of patients with valvular heart disease who are at high risk for surgery. With the increasing utilisation and expansion of transcatheter valve interventions, it is of utmost importance to be familiar with their potential complications and their subsequent management, especially given the relative infrequency of many of these issues in contemporary practice. Herein, we present a state-of-the-art review article focusing on the complications, their prevention, and treatment following transcatheter aortic valve implantation, mitral transcatheter edge-to-edge repair, and transcatheter mitral valve replacement.",Agam Bansal,Rishi Puri,James Yun,Amar Krishnaswamy,Hasan Jilaihawi,Raj Makkar,Samir R Kapadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,2025-04-21,10.4244/EIJ-D-24-00066,https://doi.org/10.4244/EIJ-D-24-00066,PMC11995294,Paid,21,8,e390-e410,Management of complications after valvular interventions BANSAL 2025,Not downloaded,Transcatheter valve interventions,valve interventions,Transcatheter,valvular heart disease,valve,interventions,valvular interventions,Transcatheter valve,valvular,complications,2025-04-30,,,,,,,,,,,,,
6812eab14ef6922f6d6906b2,40259836,Prognostic value of invasive versus echocardiography-derived aortic gradient in patients undergoing TAVI.,"BACKGROUND: Recent studies report a discordance between invasive and echocardiography-derived gradients after transcatheter aortic valve implantation (TAVI) with balloon-expandable (BEV) and self-expanding valves (SEV). There are limited data on the determinants and clinical implications of this discordance.\nAIMS: We aimed to examine the prognostic value of invasive and echocardiography-derived gradients after implantation of SEV and BEV and to compare gradients for SEV versus BEV.\nMETHODS: We performed a retrospective, propensity score-matched study. Invasive measurements were obtained before and immediately after TAVI. Echocardiography was performed before and within 24 hours after TAVI, and at 1 year. Clinical outcomes were assessed at 30 days, 1 year, and 2 years.\nRESULTS: The 1:1 propensity score matching resulted in 436 matched pairs (436 SAPIEN 3 and 436 Evolut). Invasive gradients post-TAVI independently predicted higher risk for all-cause mortality at 30 days, 1 year and 2 years as a continuous variable (hazard ratio [HR] 1.07, 95% confidence interval [CI]: 1.00-1.14; p=0.038; HR 1.06, 95% CI: 1.01-1.11; p=0.007; HR 1.05, 95% CI: 1.01-1.09; p=0.011, respectively) and by using >10 mmHg as a cutoff (HR 1.95, 95% CI: 1.13-4.78; p=0.028; HR 1.91, 95% CI: 1.11-3.65; p=0.030; HR 1.61, 95% CI: 1.03-2.96; p=0.021, respectively), but echocardiography-derived gradients did not (HR 1.13, 95% CI: 0.87-1.75; p=0.247; HR 1.02, 95% CI: 0.95-1.10; p=0.639; HR 0.99, 95% CI: 0.94-1.07; p=0.979, respectively). Mean gradients before and after TAVI were higher by echocardiography than by invasive measurements. The difference was more pronounced after implantation with BEV than SEV (7.0 [25th-75th percentile: 4.0-11.0] mmHg vs 5.0 [2.0-7.0] mmHg; p<0.001). Smaller valve size, higher ejection fraction and higher stroke volume amplified the discordance. Invasive mean gradients were similar after SEV and BEV (3.0 [0.0-6.0] mmHg vs 3.0 [0.0-6.0] mmHg; p=0.166), but echo-derived mean gradients were lower after SEV versus BEV (8.0 [6.0-11.0] mmHg vs 11.0 [8.0-14.0] mmHg; p<0.001).\nCONCLUSIONS: Only invasively measured but not echocardiography-derived transvalvular mean gradients correlate with 30-day, 1-year and 2-year mortality. Aortic gradient measurements are higher by echocardiography than by invasive assessment and more so for BEV than SEV. Smaller valve size, higher ejection fraction and higher stroke volume increase this discordance between echocardiography and invasive assessment.",Mark M P van den Dorpel,Sraman Chatterjee,Rik Adrichem,Sarah Verhemel,Isabella Kardys,Rutger-Jan Nuis,Joost Daemen,Claire Ben Ren,Alexander Hirsch,Marcel L Geleijnse,Nicolas M Van Mieghem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EuroIntervention : journal of EuroPCR in collaboration with the Working Group on Interventional Cardiology of the European Society of Cardiology,2025-04-21,10.4244/EIJ-D-24-00341,https://doi.org/10.4244/EIJ-D-24-00341,PMC11995293,Paid,21,8,e411-e425,Prognostic value of invasive versus echocardiography derived aortic gradient in Pts undergoing TAVI DORPEL 2025,Not downloaded,patients undergoing TAVI,SEV versus BEV,SEV,BEV,gradients,invasive,TAVI,mmHg,undergoing TAVI,echocardiography-derived gradients,2025-04-30,,,,,,,,,,,,,
